Sample,Acetanaerobacterium,Acetatifactor,Acetivibrio,Acetobacteroides,Acholeplasma,Acidaminococcus,Acinetobacter,Actinobacillus,Actinomyces,Actinotignum,Adlercreutzia,Aestuariispira,Aggregicoccus,Akkermansia,Alistipes,Allisonella,Allobaculum,Alloprevotella,Alysiella,Anaerocella,Anaerofilum,Anaerofustis,Anaeroplasma,Anaerosporobacter,Anaerotruncus,Anaerovibrio,Anaerovorax,Aquabacterium,Armatimonadetes_gp2,Atopobium,Aureimonas,Bacillus,Bacteroides,Barnesiella,Bibersteinia,Bifidobacterium,Bilophila,Blautia,Brachymonas,Bradyrhizobium,Brevundimonas,Brucella,Bulleidia,Burkholderia,Butyricicoccus,Butyricimonas,Butyrivibrio,Campylobacter,Candidatus_Endomicrobium,Catonella,Centipeda,Chlamydophila,Christensenella,Chryseobacterium,Cloacibacillus,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Coprobacillus,Coprobacter,Coprococcus,Curvibacter,Defluviitalea,Denitrobacterium,Desulfobulbus,Desulfomicrobium,Desulfovibrio,Devosia,Dialister,Dietzia,Eggerthella,Eikenella,Elusimicrobium,Enterococcus,Erysipelothrix,Escherichia,Ethanoligenens,Eubacterium,Faecalibacterium,Faecalicoccus,Faecalitalea,Fibrobacter,Flavobacterium,Flavonifractor,Fretibacterium,Fusobacterium,Gemmiger,Globicatella,Gordonibacter,GpI,Haemophilus,Holdemania,Howardella,Hydrogenoanaerobacterium,Intestinimonas,Kandleria,Klebsiella,Lachnoanaerobaculum,Lachnobacterium,Lachnospira,Lachnospiracea_incertae_sedis,Lactobacillus,Lactonifactor,Lawsonia,Leifsonia,Leptotrichia,Lysinibacillus,Mannheimia,Massilia,Megamonas,Megasphaera,Mitsuokella,Mogibacterium,Moraxella,Moryella,Mycoplasma,Neisseria,Nitrosomonas,Oligosphaera,Olivibacter,Olsenella,Oribacterium,Oscillibacter,Parabacteroides,Paracoccus,Paraprevotella,Parvibacter,Parvimonas,Pelomonas,Peptococcus,Phascolarctobacterium,Phenylobacterium,Porphyromonas,Prevotella,Pseudobutyrivibrio,Pseudoflavonifractor,Pseudomonas,Pseudoramibacter,Psychrobacter,Pyramidobacter,Ralstonia,Rhizobium,Romboutsia,Roseburia,Rothia,Ruminobacter,Ruminococcus,Ruminococcus2,SR1,Saccharibacteria,Saccharofermentans,Saccharopolyspora,Schwartzia,Selenomonas,Senegalimassilia,Sharpea,Slackia,Solibacillus,Sphaerochaeta,Sphingomonas,Spirochaeta,Sporobacter,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Succiniclasticum,Succinimonas,Succinivibrio,Suttonella,Synergistes,Syntrophococcus,Syntrophomonas,Treponema,Turicibacter,Unclassified,Ureaplasma,Vampirovibrio,Veillonella,Victivallis,Yersinia
E17,0,0,0,0,0.002533,0,0,0,0,0,0,0,0,0.005065,0,0.035457,0,0,0,0,0.096239,0,0,0,0,0.093706,0,0,0,0.007598,0,0,0.18488,8.367735,0,0,0,0.032924,0,0,0,0,0.025326,0,0,0,0.962391,0,0,0.017728,0,0,0.012663,0,0,0.002533,0.005065,0,0,0.195011,0,0,0,0,0,0.012663,0,0,0,0.002533,0,0.113967,0,0.078511,0,0,0,0.015196,0,0,0,0,0.144359,0,0,0.002533,13.098645,0,0,0.065848,0,0,0,0,0.002533,0,0.022793,0,0,0.022793,0,0,0.002533,0.007598,0,0.926934,0,0.002533,0,0,0,0,0,0,0,0,0.043054,0.020261,0,0.065848,0.01013,0,0,0.017728,0,0.065848,0,0.162087,0.037989,0,0.159554,0.002533,0,0,0,0,0,0,29.537799,0.037989,0,0,0,0,0.045587,0,0,0,0.288717,0,0,5.564138,0,0.050652,0.121565,1.12701,0,0.083576,0.045587,0.002533,0.005065,0,0,0.073446,0,0,0,0,0,0.040522,0,3.917944,0,0.387489,0,0,0.022793,0,9.90756,0,23.538052,0,0.04812,0,0,0
E18,0,0.002476,0,0.019806,0.061893,0,0,0,0.002476,0,0,0.002476,0,0,0.002476,0.009903,0,0,0.002476,0.004951,0.103981,0,0.136166,0,0,0.11636,0,0,0,0.014854,0,0,0.220341,2.327194,0,0,0,0.022282,0.002476,0,0,0,0.037136,0,0,0,0.641216,0.009903,0.009903,0.002476,0.012379,0,0.064369,0.002476,0,0,0.069321,0,0,0.383739,0.014854,0,0,0,0,0.007427,0,0,0,0.113884,0,0.4184,0,0,0,0.002476,0,0.09903,0,0,0,0,0.259952,0,0,0,1.765201,0,0,3.513072,0,0,0,0,0.002476,0,0.044563,0,0,0.064369,0,0,0,0,0.004951,0.334225,0,0.002476,0,0,0,0,0,0,0,0,0,0.094078,0.004951,0.108932,0.007427,0.007427,0,0.118835,0.009903,0.007427,0,0.708061,0.05199,0,0.170826,0,0,0,0,0,0,0,10.796692,0.113884,0,0,0,0,0.45306,0,0,0,0.066845,0,0.009903,1.673599,0.002476,0.019806,1.309665,0.945732,0,0.175777,0.094078,0,0,0,0,0.262428,0,0.024757,0,0,0,0.044563,0,9.79897,0,1.0918,0,0.009903,0.042088,0.009903,5.092593,0,55.221331,0,0.507526,0,0.009903,0
L1,0,0,0,0.013538,0.002256,0.01805,0,0,0.002256,0,0,0,0,0.002256,0,0.011281,0.002256,0,0,0.045125,0,0,0,0,0,0.004513,0,0,0,0.004513,0,0,0.448997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124095,0,0,0.013538,0,0,0,0,0,0,0,0,0,0.031588,0.002256,0,0,0,0,0.009025,0,0,0,0.002256,0,0.218858,0,0.004513,0,0,0,0,0,0,0,0,0.033844,0.002256,0,0,1.001782,0,0,0,0.002256,0,0,0,0.011281,0,0.024819,0,0,0,0,0,0,0,0,0.286546,0.040613,0,0,0,0,0,0,0,0,0.230139,0.888969,0.002256,0.002256,0.033844,0,0.002256,0,0.002256,0,0.067688,0.013538,0.069944,0.004513,0,0,0,0,0,0,0,0,0,52.767311,0,0,0,0.002256,0,0.672368,0,0,0,0.051894,0,0,0.620473,0,0,0.006769,0.033844,0,0.01805,0.038357,0.002256,0.164707,0,0,1.340222,0,0,0,0,0,0,0,4.778773,0,10.550303,0,0,0.006769,0.006769,3.106879,0,22.145258,0,0.002256,0,0.002256,0
L2,0.002151,0,0,0,0.002151,0.034414,0,0,0,0,0,0.077431,0,0,0.002151,0.006453,0,0,0,0,0.008603,0,0,0,0,0.010754,0.017207,0,0,0.004302,0,0,0.341987,0.021509,0,0,0,0,0.002151,0,0,0,0.004302,0,0,0,0.412965,0.008603,0,0.002151,0,0,0,0,0,0,0.004302,0,0,0.047319,0,0,0,0,0.002151,0.006453,0,0,0,0.002151,0,0.303271,0,0,0,0,0,0.002151,0,0,0,0,0.991547,0,0,0,0.135504,0,0,0.010754,0,0,0,0,0.002151,0,0.129052,0,0,0.010754,0.02581,0,0,0,0,0.090336,0,0,0,0,0,0,0,0,0,0.118297,1.391607,0.002151,0.002151,0.060224,0,0,0,0.047319,0,0.247349,0,0.060224,0.010754,0,0.015056,0.002151,0,0,0,0.002151,0,0,42.339707,0.006453,0,0,0.004302,0,0.911965,0,0,0,0.010754,0,0,2.839137,0,0.006453,0.002151,0.804422,0,0.038716,0.210784,0.004302,0.017207,0,0,0.595789,0,0,0,0,0,0.004302,0,6.844041,0,0.131203,0,0,0.002151,0,4.286667,0,36.252769,0,0.002151,0,0.002151,0
L3,0.02816,0,0.002166,0,0.004332,0,0,0,0,0,0.049822,0,0,6.481241,0.006499,0,0,0,0,0,0.25561,0.025994,0,0,0.002166,0,0,0,0,0,0,0.002166,0.004332,0.002166,0,0.056321,0,0.231782,0,0,0,0,0,0.002166,0.153799,0,0.019496,0.004332,0,0,0,0.015163,0.071484,0,0.006499,0.259943,0.190625,0.192791,0,4.728793,0.114808,0.082315,0,0.002166,0,0,0.002166,0.006499,0,0,0,0.27294,0,0,0,0,0,0,0.138636,0.002166,0.18196,0,2.395806,0.006499,0.134304,0,0,0,0.006499,0,0,0,0,0,0,0,0.004332,0,0.008665,0.043324,0,0,0,0,0.006499,0,0,0,0,0,0,0.006499,0,0,0,0,0,2.998007,0,0.008665,0,0,0.036825,0,0,0,0,0.552378,0,0,0,0,0,0.002166,0.010831,0.01733,0,0,0.021662,0,0.012997,0,0,0,0,0,0,0.259943,0.149467,0,0,0.428906,0,0,2.00156,0.077983,0,0,0,0,0,0.223118,0.004332,0,0,0,0.051989,0,0,0,0.021662,0.006499,0,0,0,0.002166,0,0,0.006499,0.361754,76.375531,0,0.151633,0,0.002166,0
L4,0,0,0,0,0,0.018081,0.015821,0,0.00226,0,0,0,0,0.00226,0.00678,0.036162,0,0,0,0.00452,0.009041,0,0,0.00226,0,0.00226,0.00226,0,0,0.648661,0,0,0.090406,0.090406,0,0,0,0,0.00226,0,0,0,1.062267,0,0.00452,0,7.957961,0.00226,0,0.024862,0,0,0.00452,0,0,0,0.009041,0,0,0.180811,0.063284,0,0,0,0,0.00452,0,0,0,0.047463,0,0.246356,0,0,0,0,0,0,0.033902,0,0,0,2.935925,0,0,0.00452,0.045203,0,0.011301,0.042943,0,0,0,0,0.015821,0,2.958526,0,0,0.131088,0,0.108487,0,0,0,1.10521,0,0,0,0,0,0,0,0,0,0.357102,0.255396,0.011301,0.00226,1.699627,0,0,0,0,0,1.026105,0.011301,0.106227,0,0,0.065544,0.00226,0,0,0,0.00226,0,0,6.66742,0.00678,0,0,0.009041,0,0.022601,0,0,0,0.00226,0,0,31.707538,0,0,0.024862,2.06351,0,0.144649,0.024862,0.00226,0.042943,0,0,0.013561,0,0,0,0,0,0.343542,0.00678,3.137078,0,0.018081,0,0,0.018081,0,0.370663,0,33.895355,0,0,0.00226,0,0.00226
L5,0,0,0,0.014368,0.062262,0,0,0,0,0,0,0,0,0,0,0.009579,0,0.002395,0,0,0.004789,0,0.011973,0,0,0.225101,0.002395,0,0.011973,0.067051,0,0,1.135085,0.071841,0.002395,0.002395,0.002395,0.004789,0,0,0,0,0,0,0,0,0.435834,0.009579,0.203549,0,0.011973,0,0,0,0,0.009579,0.059867,0,0,0.023947,0.011973,0.002395,0,0,0,0.043104,0,0,0,0.007184,0.002395,0.318494,0,0,0,0,0.002395,0.107761,0,0,0.002395,0.148471,0.562753,0.002395,0,0.002395,0.450202,0,0,0.016763,0,0,0,0,0,0,0.019158,0,0,0.052683,0,0,0,0,0,0.014368,0.002395,0,0,0,0,0,0.007184,0,0,0.023947,0.011973,0.038315,0.009579,0.033526,0,0.002395,0,0.181997,39.450178,0.071841,0,0.186786,0,0,0.304126,0,0,0,0,0,0,0,16.913719,0.028736,0,0,0,0,1.609234,0,0,0,0.004789,0.004789,0.04071,1.374554,0,0,0.064657,0.210733,0,0.002395,0.225101,0,0.045499,0,0,0.639383,0,0,0,0,0,0.038315,0,5.172538,0,0.088604,0,2.004358,0.004789,0.004789,1.427237,0,25.580114,0,0.002395,0,0.03592,0
L6,0,0,0,0.002424,0.002424,0.041203,0,0.002424,0,0,0,0.004847,0,0,0,0.038779,0,0,0,0.007271,0.009695,0,0,0.002424,0.002424,0.041203,0,0,0,0.324778,0,0,0.635013,25.844058,0,0,0,0,0,0,0,0,0.002424,0,0,0,0.843452,0,0,0,0.012119,0,0,0.002424,0,0,0.043627,0,0,0.096949,0.012119,0,0,0,0,0.111491,0,0,0.002424,0.029085,0,0.722267,0,0,0.002424,0,0,0.012119,0,0,0,0,0.734385,0,0.002424,0,0.586539,0,0,1.325771,0,0,0,0,0.007271,0,0.220558,0,0,0.048474,0.012119,0,0,0,0,1.003417,0,0.002424,0,0,0,0,0,0,0,0.186626,0.242371,0.029085,0,0.571996,0.109067,0,0,0.024237,0,1.386364,0.055745,0.862842,0.009695,0,0.002424,0,0,0,0,0,0,0,23.897816,0.002424,0,0.002424,0,0,0.971909,0,0,0.002424,0.055745,0,0,10.540731,0,0,0.109067,0.407184,0,0,1.255484,0.007271,0.392642,0,0,0.138152,0,0,0,0,0,0.2351,0,9.416127,0,0.874961,0,0,0.01939,0.002424,2.300104,0,13.08563,0,0.007271,0,0,0
L7,0,0,0,0.016922,0,0.074939,0,0,0,0,0,0.029009,0,0,0,0.038678,0,0.002417,0.002417,0.007252,0.002417,0,0,0.004835,0,0.113617,0,0,0,0.016922,0,0,0.21273,0.082191,0,0.00967,0,0.007252,0,0,0,0,0.002417,0,0,0,0.657529,0,0.029009,0.038678,0,0,0,0,0,0,0.007252,0.002417,0,0.041096,0.007252,0,0,0,0,0.033843,0,0,0,0.004835,0,0.149878,0,0,0,0,0,0.060435,0,0,0,0,0.331182,0,0,0,0.026591,0,0,1.344067,0,0,0,0.002417,0,0,0.041096,0,0,0.058017,0,0,0,0,0,0.029009,0,0.029009,0,0,0,0,0.002417,0,0,0.176469,0.763894,0.016922,0.004835,0.060435,0,0,0,0.024174,0,0.113617,0.007252,0.277999,0.227234,0,0.024174,0,0.002417,0,0,0,0,0,30.809583,0.004835,0,0,0.012087,0,1.027389,0,0,0.002417,0.048348,0,0.002417,10.198951,0,0.033843,0.135374,0.012087,0,0,0.142626,0.004835,0,0,0,0.140208,0,0.004835,0,0,0,0.024174,0,12.024077,0,0.029009,0,0,0.007252,0.002417,2.327943,0,37.735393,0.019339,0.029009,0,0.002417,0
L8,0,0,0,0.004821,0.007231,0.016872,0,0,0,0,0,0.007231,0,0,0.007231,0.021692,0,0,0,0.081949,0.007231,0,0,0,0,0.007231,0.00241,0,0,0.00241,0,0,0.571236,0.216925,0.00241,0,0,0.004821,0,0,0,0,0.012051,0,0,0.00241,0.590518,0.00241,0,0.007231,0,0,0,0,0,0,0.009641,0.00241,0,0.048206,0.012051,0,0.00241,0,0.00241,0,0,0,0,0.016872,0,0.137386,0,0,0,0,0,0.033744,0,0,0,0,0.226566,0,0,0,1.142471,0,0.00241,0.007231,0,0,0,0,0,0,0.014462,0,0,0.024103,0,0,0.007231,0,0,0.110873,0,0.00241,0,0,0,0,0,0,0,0.149437,0.629082,0.009641,0.00241,0.009641,0,0,0,0.009641,0,0.192822,0.007231,0.207284,0.004821,0,0.004821,0,0,0,0,0.004821,0,0,46.320712,0.007231,0,0,0.00241,0,0.209694,0,0,0,0.036154,0,0,3.960086,0,0.00241,0.026513,0.684519,0,0.028923,0.016872,0.007231,0.007231,0,0,0.17595,0,0,0,0,0,0.021692,0,5.382149,0,0,0,0,0.00241,0.007231,4.960351,0,33.529369,0,0,0,0,0
L9,0,0,0,0,0,0.024955,0,0,0,0,0,0,0,0,0,0.022686,0,0,0,0.038566,0,0,0,0,0,0.004537,0,0,0,0.004537,0,0,0.09755,2.760889,0.002269,0,0,0.002269,0,0,0,0,0.002269,0,0,0,0.147459,0.002269,0,0.047641,0,0,0.002269,0,0,0.049909,0.004537,0,0,0.068058,0.002269,0,0,0,0,0.004537,0,0,0,0,0,0.12931,0,0,0,0,0,0.002269,0,0,0,0,0.136116,0,0,0,0.385662,0,0,0.002269,0.002269,0,0,0,0,0,0.047641,0,0,0.01588,0,0,0,0,0,0.188294,0,0.004537,0,0,0,0,0,0,0,0.043103,2.459165,0.011343,0,0.029492,0,0,0,0.006806,0,0.124773,0,0.372051,0.002269,0,0.002269,0,0,0,0,0,0,0,38.818058,0.002269,0,0,0,0,0.32441,0,0,0,0.018149,0,0,3.561706,0,0.002269,0.056715,0.020417,0,0.018149,0.006806,0,0,0,0,0.111162,0,0,0,0,0,0.009074,0.002269,6.919238,0,0.034029,0,0,0,0.002269,3.364338,0,39.471416,0,0,0,0.002269,0
L10,0,0,0,0.008568,0,0.134941,0,0,0,0,0,0.002142,0,0,0,0.032129,0,0,0,0.008568,0,0,0,0,0,0.027845,0,0,0,0.006426,0,0,0.250605,0.034271,0.002142,0.002142,0,0,0,0,0,0,0.012852,0,0,0,0.265599,0,0,0.002142,0,0,0,0,0,0,0.01071,0,0,0.01071,0.008568,0,0,0,0,0.002142,0,0,0,0.01071,0,0.152077,0,0,0,0,0,0.019277,0,0,0.002142,0,0.194915,0,0,0.008568,1.188768,0,0,0.004284,0.002142,0,0,0,0.002142,0,0.051406,0,0,0.006426,0.017135,0,0,0,0,0.391972,0,0,0,0,0,0,0,0,0,0.351276,0.974575,0.004284,0,0.008568,0,0,0,0.006426,0,0.047122,0.002142,0.130657,0,0,0.002142,0,0,0,0,0,0,0,51.183413,0,0,0,0.004284,0,0.182064,0,0,0.002142,0.027845,0,0,4.926425,0,0,0.079251,1.662133,0,0.302011,0.164928,0,0.008568,0,0,0.109238,0,0.002142,0,0,0,0,0,10.923812,0,0.032129,0,0,0.002142,0.002142,1.561463,0,24.422216,0,0,0,0,0
L11,0,0,0,0,0,0.034141,0,0,0,0,0,0.01138,0,0,0,0.015933,0,0,0,0.036417,0,0,0,0,0,0.029589,0,0,0,0.004552,0,0,0.30272,0,0,0.002276,0,0.002276,0,0,0,0,0.018209,0,0,0,0.075111,0.002276,0,0.002276,0,0,0,0,0,0.002276,0.020485,0,0,0.009104,0,0,0,0,0,0.013657,0,0,0,0,0,0.097872,0,0,0,0,0,0,0,0,0,0,0.257198,0,0,0.004552,1.552293,0,0,0.002276,0,0,0,0,0,0,0.004552,0,0,0.013657,0,0,0,0,0,0.282235,0,0,0,0,0,0,0,0,0,0.330033,0.746557,0.013657,0,0.01138,0,0,0,0,0,0.25037,0,0.020485,0.002276,0,0.002276,0,0,0,0,0,0,0,56.979629,0.004552,0,0,0.002276,0,0.2094,0,0,0,0,0,0,0.878571,0,0.002276,0.013657,0.496188,0,0.234437,0.018209,0,0.013657,0,0,1.090247,0.002276,0,0,0,0,0.002276,0,3.04996,0,0.04097,0,0,0,0.002276,9.976101,0,22.808695,0,0,0,0,0
L12,0,0,0,0.010358,0,0.109799,0,0,0,0,0,0,0,0,0,0.01243,0,0,0,0.014502,0,0,0,0.002072,0,0.004143,0,0,0,0,0,0,0.132588,0,0,0,0,0,0,0,0,0,0.002072,0,0,0.004143,0.273462,0,0,0.016573,0,0,0,0,0,0,0.004143,0,0,0.002072,0,0,0,0,0,0.004143,0,0,0,0.002072,0,0.188523,0,0,0,0,0,0,0,0,0.004143,0,0.760307,0,0,0.01243,0.25896,0,0,0,0,0,0,0,0,0,0.022788,0,0,0.01243,0.002072,0,0,0,0,0.151233,0,0,0,0,0,0,0,0,0.002072,0.629791,0.426766,0.004143,0.002072,0.01243,0,0,0,0.008287,0,0.760307,0,0.022788,0.002072,0,0,0,0,0,0,0,0,0,39.709965,0,0,0,0.006215,0,0.602859,0,0,0,0.014502,0,0,0.662938,0,0.002072,0.116014,0.476486,0,0.022788,0.084939,0,0.002072,0,0,0.464056,0,0,0,0,0,0,0.002072,7.155583,0,0.06215,0,0,0.002072,0.004143,2.142117,0.002072,44.5867,0,0,0,0,0
L13,0,0,0,0.045577,0.009115,0.031904,0,0,0,0,0,0,0,0,0,0.002279,0,0,0,0.170913,0.018231,0,0.011394,0,0,0.009115,0,0,0,0,0,0,0.230163,0.088875,0,0.029625,0,0,0,0,0,0,0.002279,0,0,0,0.041019,0,0,0.002279,0,0,0,0.002279,0,0,0.013673,0,0,0.009115,0.011394,0,0,0,0,0.009115,0,0,0,0.009115,0,0.022788,0,0,0,0,0,0,0,0.002279,0.022788,0,0.139009,0,0,0.004558,1.344515,0,0,0.011394,0,0,0,0,0,0,0,0,0,0.002279,0.045577,0,0,0,0,0.221047,0,0,0,0.002279,0,0,0,0,0,0.273461,0.186865,0,0,0.002279,0,0,0,0.004558,0.018231,0.068365,0,0.056971,0,0,0.050134,0,0,0,0,0,0,0,42.263343,0.006837,0,0,0.006837,0,0.095711,0,0,0,0.070644,0,0.013673,0.334989,0,0,0.05925,3.926439,0,0.656306,0.127615,0,0.018231,0.002279,0,0.35322,0,0,0,0,0.002279,0.004558,0.002279,5.013445,0,1.952965,0.002279,0,0.002279,0,4.167996,0,37.685156,0.002279,0,0.002279,0,0
L14,0.002533,0,0,0.083601,0.076001,0,0,0,0,0.002533,0,0.017734,0,0,0,0.002533,0,0,0,0.177336,0.116535,0.002533,0.025334,0.002533,0,0.0152,0,0,0,0.114002,0,0,0.255871,3.622729,0.002533,0,0,0.002533,0.002533,0,0,0,0,0.002533,0,0,0.222937,0,0,0.002533,0,0,0.0076,0.0076,0,0.017734,0.012667,0,0,0.088668,0.063334,0,0,0,0,0.010134,0,0,0,0.093735,0,0.116535,0,0,0,0,0,0.126669,0,0,0,0,0.615611,0,0,0.005067,1.221088,0.002533,0,0.078535,0.005067,0,0,0,0.002533,0,0.038001,0,0,0.070935,0,0,0,0,0,0.114002,0,0,0.017734,0,0,0,0,0,0,0.032934,0.002533,0.020267,0,0.032934,0.0152,0,0,0.0228,0,0.083601,0.005067,1.707496,0.0152,0,0.0076,0.002533,0,0,0,0,0,0,19.735009,0.017734,0,0,0.0076,0.002533,0.306539,0,0,0.002533,0.0076,0,0.040534,2.016568,0,0,0.339473,0.271071,0,0,0.108935,0,0.146936,0.005067,0,0.509209,0,0.010134,0,0,0,2.011502,0,1.102019,0,0.005067,0.002533,0.002533,0.017734,0.002533,6.092772,0.002533,57.799002,0.002533,0.010134,0,0.005067,0
L15,0,0.012662,0,0.020259,0.002532,0,0,0,0,0,0,0.002532,0,0,0,0.045582,0,0,0,0,0.106359,0,0,0,0,0.21525,0,0,0.005065,0.093697,0,0,0.293753,0.888855,0,0.002532,0,0.058244,0,0,0.002532,0,0.010129,0.002532,0,0,1.035731,0,0.012662,0.015194,0,0,0.005065,0,0,0.005065,0.060776,0,0,1.35734,0.035453,0,0,0,0,0.106359,0,0,0,0.04305,0,0.600167,0,0,0,0,0,0.060776,0,0,0,0.022791,0.2583,0,0.002532,0,0.944567,0,0,18.802705,0,0,0,0,0.002532,0,0.017726,0,0,0.050647,0,0,0,0,0,0.270962,0,0.012662,0,0,0,0,0.002532,0,0.002532,0.010129,0.030388,0.025324,0,0.101294,0.020259,0,0,0.025324,0,0.157006,0,0.939502,0.002532,0.002532,0.192459,0.002532,0,0,0.002532,0,0,0,15.905695,0.151941,0,0,0,0,0.306414,0,0,0,0.012662,0,0.093697,2.306972,0,0,0.46342,0.772367,0,0,0.065841,0.005065,0.005065,0,0,0.048115,0,0.002532,0,0,0,0.314011,0,10.253488,0,2.534883,0,0.010129,0.048115,0.017726,1.856213,0,37.742156,0.007597,0.030388,0,0.04305,0
L16,0,0,0,0.029568,0.004928,0,0.004928,0,0,0,0,0.002464,0,0,0,0,0,0,0,0.29814,0.01232,0,0,0,0,0.174941,0,0,0,0.002464,0,0,0.906739,31.358876,0,0,0,0.01232,0.002464,0,0,0,0.01232,0,0,0,0.120734,0,0,0.007392,0,0,0,0,0,0.002464,0.019712,0,0,0.608599,0.066527,0.002464,0,0,0,0.01232,0,0,0,0.071455,0,0.073919,0,0,0,0,0,0.014784,0,0,0.002464,0,0.13059,0,0,0,6.640384,0,0,0.029568,0,0,0,0,0,0.01232,0.019712,0,0,0.064063,0,0,0.002464,0,0,0.073919,0,0.009856,0,0,0,0,0,0,0,0.007392,0.009856,0.022176,0,0.034496,0,0.02464,0,0.064063,0,0.017248,0.002464,0.359739,0.009856,0,0.204509,0,0,0,0,0.002464,0,0,34.771467,0.01232,0,0,0,0,0.068991,0,0.002464,0,0.036959,0,0,3.939879,0,0.229149,0.066527,0.224221,0,0,0.01232,0.004928,0.004928,0,0,0.413946,0,0.002464,0,0,0,0.01232,0,0.374523,0,0,0,0,0.009856,0.004928,1.936676,0,16.272022,0.002464,0,0.029568,0,0
L17,0,0,0,0.020419,0.002269,0.031763,0,0.002269,0,0,0,0.009075,0,0,0,0.011344,0,0,0,0.01815,0.004538,0,0,0.002269,0,0,0,0,0,0,0,0,0.263176,0.013613,0,0,0,0,0,0,0,0,0.004538,0,0,0,0.115707,0,0,0.01815,0,0,0,0,0,0.002269,0.002269,0,0,0.031763,0.002269,0,0,0,0,0,0,0,0,0.002269,0,0.049913,0,0,0,0,0,0.029494,0,0,0,0,0.301745,0,0,0.004538,12.698233,0,0,0.002269,0,0,0,0,0,0,0.022688,0,0,0.002269,0.031763,0.002269,0.002269,0,0,0.52862,0.002269,0,0,0,0,0,0,0,0,0.206457,0.088482,0,0,0.01815,0,0,0,0.006806,0,0.047644,0,0.031763,0.880278,0,0.002269,0,0,0,0,0,0,0,33.906573,0.002269,0,0,0.009075,0,0.165619,0,0,0.004538,0.022688,0,0,1.275041,0,0,0.027225,0.614833,0,0.086213,0.106632,0,0.045375,0,0,0.678358,0,0,0,0,0,0.002269,0,5.581142,0,0.022688,0,0,0.002269,0,3.015178,0,38.906913,0,0.006806,0,0,0
L18,0,0,0,0.002384,0,0.119218,0,0,0,0,0,0,0,0,0,0.009537,0,0,0,0,0.002384,0,0,0,0,0.007153,0,0,0,0.002384,0,0,0.05484,0.004769,0.002384,0,0,0,0,0,0,0,0.071531,0,0,0.002384,0.534096,0,0,0.007153,0,0,0,0,0,0,0.369576,0,0,0.033381,0.016691,0,0,0,0,0.002384,0,0,0,0.021459,0,0.257511,0,0.307582,0,0,0,0,0,0,0,0,0.195517,0,0,0.040534,5.560324,0,0,0.004769,0,0,0,0,0.002384,0,0.088221,0,0,0.009537,0.016691,0,0,0,0,1.895565,0,0,0,0,0,0,0.004769,0,0,0.648546,0.772532,0.007153,0,0.014306,0.014306,0,0,0,0,0.686695,0.007153,0.028612,0,0,0.004769,0.004769,0,0,0.004769,0.002384,0,0,54.03195,0,0,0,0.002384,0,0.216977,0,0,0,0.002384,0,0,1.382928,0,0,0.011922,0.500715,0,0.207439,2.556032,0,0.047687,0.002384,0,0.524559,0,0,0,0.002384,0,0.002384,0.007153,5.734382,0,0.65093,0.007153,0,0.002384,0.004769,6.032427,0,16.220792,0,0,0,0.004769,0
